id,firstName,lastName,fullName,department,numEvals,overallRating,materialClear,studentDifficulties,courses,tags,courses_count,tags_count
87102b4b-06ba-4a5d-89f5-4e36e12ce2f3,Lei,Lu,Lei Lu,PHYS,14,3.93,3.8,4,PHYS 211; PHYS 143; PSY 142; PHYS 141; PHYS 142; PHYS 122,Class Handouts:7; Uploads Slides:6; No Breaks During Lecture:1; Flexible Grading Policy:3; Honor DRC Accommodations:1; Flexible Attendance Policy:1; Supplemental Study Material:1,6,7
8733f0de-5817-4702-8f6f-17abdbd81e55,Matt,Beekman,Matt Beekman,PHYS,4,1.5,2,3,PHYS 143,Fast Response Time:1; Uploads Slides:1; Flexible Attendance Policy:1; Flexible Deadline Policy:1; Class Handouts:1,1,5
8744f6fc-b042-41ab-a98a-b69871e58768,James,Ahern,James Ahern,AGB,36,1.24,1.05,1.08,AG 124; AGB 213; AGB 303; AGB 313; AGB 315; AGB 405; ZOO 418; ZOO 420; AGB 433; AGB 460,,10,0
874bd9a5-5436-4701-99c8-f85f8af95f59,Marvin,McClendon,Marvin McClendon,MATH,14,0.28,0.15,0.5,MATH 143; MATH 118; STAT 141; MATH 141,,4,0
875e5cd4-e3ec-4710-abf0-02fb98380931,Jonathan,York,Jonathan York,BUS,10,3.2,3.1,2.9,BUS 310; BUS 436; BUS 454; BUS 464,,4,0
8785a15e-b768-445c-98bc-52ae084c5b80,Marian,Robbins,Marian Robbins,MATH,66,2.02,1.71,2.33,MATH 142; MATH 143; MATH 206; MATH 244; MATH 248; MATH 344; MATH 412,,7,0
87cd984c-5e08-40a5-b0bb-d69204ef3605,Lloyd,Beecher Jr.,Lloyd Beecher Jr.,HIST,1,0,0.67,0,EDUC 340,,1,0
87ef7dfc-8ee3-4d67-9808-75ef8d500d36,Andrew,Banghart,Andrew Banghart,ENGL,17,1.78,2.06,1.61,ENGL 141; ENGL 149,,2,0
8832fb36-fb93-4000-b18e-4d04d31bde36,Todd,Hagobian,Todd Hagobian,KINE,3,3.4,3.4,3,KINE 303,,1,0
8851ad02-9baa-42e9-94b6-c2b0b6482a0d,Robert,Howell,Robert Howell,ART,10,2.45,2.09,2.45,ART 122; ART 182; ART 224,,3,0
88584d42-97de-4a43-92f9-b84b2b388572,Joshua,Pearson,Joshua Pearson,ENGL,4,3,3,2.75,ENGL 135; ENGL 145,Inflexible Deadline Policy:1; Inflexible Grading Policy:1; No Breaks During Lecture:1; Zoom Office Hours:1; Fast Response Time:1; Flexible Attendance Policy:1,2,6
8867ad30-40a4-4c25-84e6-2dc5d12c9851,Ronald,De Yong,Ronald De Yong,AGB,9,3.4,3.2,3.3,AGB 312; AGB 321; AGB 442; AGB 452,,4,0
886e0b1d-ceac-4d3b-b995-aa0f61df9269,Nancy,Stauch,Nancy Stauch,PHYS,17,3.9,3.84,3.84,PHYS 101; PSC 101; PHYS 102; PSC 102,High In-Person Availability:1; Fast Response Time:1; Supplemental Study Material:1,4,3
88896161-665a-4a85-8a5e-b6f1f21a4d6e,Masoud,Yekanifard,Masoud Yekanifard,ME,3,4,4,3.67,ME 328,High In-Person Availability:2,1,1
888dd333-f690-4ed5-b068-733b38c98d02,Gene,Fisher,Gene Fisher,CSC,61,3.52,3.37,3.42,CSC 101; CSC 102; CSC 103; MATE 141; MATH 141; CSC 204; CPE 205; CSC 205; CPE 206; CSC 206; CSC 307; CSC 308; CPE 309; CSC 309; CSC 330; CPE 357; CSC 357; CSC 590,,18,0
889cd777-e896-4169-9b6b-a96627c17b73,Carmen,Navarro,Carmen Navarro,COMS,18,4,3.94,4,COMS 101; COMS 217; COMS 206,Flexible Attendance Policy:5; Flexible Grading Policy:5; Uploads Slides:12; High In-Person Availability:5; Fast Response Time:8; Honor DRC Accommodations:1; Flexible Deadline Policy:1,3,7
88d70b62-a7ac-41a1-89e8-30202e7a1b56,Cristopher,Pascual,Cristopher Pascual,ME,43,3.79,3.78,3.75,ME 301; ME 302; ME 303; ME 341; ME 343; ME 344; ME 347; ME 359; ME 440; ME 457,High In-Person Availability:1; Honor DRC Accommodations:1; Uploads Slides:1,10,3
88de09b4-443f-4b32-b428-92c6aa35952e,Jimmy,Doi,Jimmy Doi,STAT,114,3.63,3.78,3.61,STAT 112; STAT 118; STAT 130; STAT 217; STAT 218; STAT 312; STAT 321; STAT 322; STAT 324; STAT 330; STAT 418; STAT 542; AEPS 150,Fast Response Time:2; Inflexible Deadline Policy:1; Supplemental Study Material:2; Class Handouts:1,13,4
88df8ef9-0ce6-4361-9380-3551449fa99e,Ethan,Powers,Ethan Powers,ENGL,24,4,3.91,4,ENGL 134; ENGL 145,Fast Response Time:5; Flexible Attendance Policy:11; Flexible Deadline Policy:13; Flexible Grading Policy:9; High In-Person Availability:4; Zoom Office Hours:3; Inflexible Attendance Policy:1; Does Not Use Canvas:1,2,8
8903df0f-78e9-473b-922d-52085b47bf4a,Brenda,Helmbrecht,Brenda Helmbrecht,ENGL,14,2.68,2.79,2.51,ENGL 134; WS 301; ENGL 371; ENGL 469; ENGL 505; ENGL 220; ENGL 373,Fast Response Time:1; Inflexible Attendance Policy:1; Supplemental Study Material:1,7,3
8946f0f8-c071-4216-8486-56395aa33ee3,Stephanie,Bressler,Stephanie Bressler,POLS,2,1.67,2,2,POLS 112; POLS 338,,2,0
89712166-6e09-492a-9da6-76681df074c2,Steven,Lytle,Steven Lytle,BIO,9,2.1,2.1,1.7,MCRO 221; ZOO 331; ZOO 332,,3,0
897d5391-44d9-4dbb-a737-c7b23b0e763b,Brennan L,Davis,Brennan L Davis,BUS,61,3.4,3.4,3.43,BUS 201; BUS 300; BUS 305; BUS 320; BUS 330; BUS 335; BUS 345; BUS 346; BUS 421,,9,0
89bcb967-a125-4e21-a96a-2470cded6785,Daniel A.,Bercovici,Daniel A. Bercovici,CHEM,20,3.72,3.72,3.62,CHEM 216; CHEM 217; CHEM 220; CHEM 223; CHEM 312; CHEM 321; CHEM 324; CHEM 218,High In-Person Availability:1; Class Handouts:1; Does Not Use Canvas:3; Flexible Grading Policy:1; Honor DRC Accommodations:1; Supplemental Study Material:1; No Breaks During Lecture:1,8,7
89cd5122-5285-42c4-98ba-91b733ca0976,Melissa,Illingworth,Melissa Illingworth,CHEM,53,1.57,1.52,1.5,CHEM 110; CHEM 124; CHEM 125; CHEM 127; CHEM 128,,5,0
89ce0f7a-754d-42a6-b7ad-5a1178d2e4a0,Tom,Goglio,Tom Goglio,GRC,15,2.12,2.47,1.94,GRC 201; GRC 202; GRC 203; GRC 338,,4,0
89e59cd6-980e-4c3e-b70d-649c08988d75,David,Headrick,David Headrick,AEPS,19,3.8,3.75,3.8,BIO 110; CRSC 110; PSC 110; CRSC 123; CRSC 304; CRSC 311; CRSC 313; CRSC 411; CRSC 431; CRSC 441; CRSC 470,,11,0
89e8e287-c432-413b-98aa-1e0a40bdc85b,Katie,Anderson,Katie Anderson,CE,2,2.5,3,3,ENVE 331; IME 589,,2,0
8a09d90a-dc01-457c-9f8f-a355ca8788ba,Po Marie,Yeung,Po Marie Yeung,BIO,18,1.83,2.06,2.11,BIO 224; MCRO 224; BIO 244; MCRO 421,,4,0
8a16e962-3dd9-43d0-97a7-c6bcd7bf3606,German,Serna,German Serna,ITP,8,0.62,0.13,0.74,ITP 371; IME 100; IME 342; IME 417,Uploads Slides:2; No Breaks During Lecture:2; Flexible Attendance Policy:1; Flexible Deadline Policy:1,4,4
8a2a3a94-1600-4811-93e0-66fde0cf0ce6,Stephen,Nutt,Stephen Nutt,MU,5,3.6,3.4,3.6,MU 120,Inflexible Attendance Policy:3; Uploads Slides:2; No Breaks During Lecture:1,1,3
8acaf1b6-4ede-4340-8a2b-bfa825d7866a,Christine,Ghent,Christine Ghent,MATE,8,3.67,3.56,3.56,ME 128; MATE 215,,2,0
8b0fa522-bc26-40df-84d0-8d004fdbe95f,John,Alongi,John Alongi,MATH,53,3.63,3.7,3.5,MATH 124; MATH 141; MATH 142; MATH 143; MATH 241; MATH 242; MATH 244; MATH 304; ENGL 366; MATH 367,,10,0
8b3c57af-f1ad-4b53-93be-0c6370a7155a,Kevin,DeSzendeffy,Kevin DeSzendeffy,MATH,4,2.2,2,2.2,MATH 117; MATH 118,,2,0
8b7bbe69-ebd6-4698-ba8d-857485aa085f,Todd,Grundmeier,Todd Grundmeier,MATH,76,3.82,3.72,3.72,MATH 141; MATH 142; MATH 143; MATH 227; MATH 242; MATH 248; MATH 300; MATH 327; MATH 329; MATH 341; MATH 419; MATH 442; MATH 443,High In-Person Availability:8; Flexible Attendance Policy:3; Class Handouts:8; Honor DRC Accommodations:3; Fast Response Time:5,13,5
8ba3f348-3512-416b-ba99-eb06d55f2127,Patrick,Orson,Patrick Orson,MATH,15,3.81,3.73,3.86,MATH 248; MATH 143; MCRO 241; MATH 142,,4,0
8bb1391d-a16b-47fe-9794-b67b13232e85,Phillip,Nico,Phillip Nico,CSC,86,3.23,3.24,3.04,CPE 101; CSC 101; CPE 215; CPE 317; CSC 317; CPE 357; CSC 357; CPE 453; CSC 453; CPE 464; CSC 464,Inflexible Grading Policy:5; Does Not Use Canvas:8; High In-Person Availability:3; Fast Response Time:5; Flexible Attendance Policy:1; Inflexible Deadline Policy:1; Flexible Deadline Policy:1,11,7
8bc4af2f-2d2f-48d5-9442-e35dbbd68f2e,Heather,Liwanag,Heather Liwanag,BIO,17,2.54,2.88,2.56,BIO 231; BIO 361; BIO 162; BIO 123,Recorded Lectures:1; High In-Person Availability:1; Fast Response Time:1; Uploads Slides:3; Flexible Attendance Policy:1; Inflexible Grading Policy:1,4,6
8be6b042-e2ce-4b80-b501-9e494feb8b33,Chad,Immoos,Chad Immoos,CHEM,41,3.26,3.09,3.12,CHEM 101; CHEM 125; CHEM 126; CHEM 127; CHEM 128; CHEM 331; CHEM 439; CHEM 481; CHEM 129,High In-Person Availability:2; Flexible Attendance Policy:1; Does Not Use Canvas:4; Fast Response Time:1; Class Handouts:1; Supplemental Study Material:1; Honor DRC Accommodations:1; Uploads Slides:1,9,8
8c07883b-b4f1-41c8-8ea7-49bd067dcc40,John,Marlier,John Marlier,CHEM,31,3.2,3.2,3.03,CHEM 127; CHEM 216; CHEM 218; CHEM 316; CHEM 317; CHEM 318; CHEM 319; CHEM 331,,8,0
8c33ff97-b8fa-4e9d-b3e9-db3fb2e87e55,Alex,Powers,Alex Powers,ME,3,3.75,3.75,3.75,ME 251,,1,0
8c8d72a7-61e4-48e8-a482-ea650de1d21f,Kara,Samaniego,Kara Samaniego,PSY,12,3.92,4,3.92,COMS 101; PSY 320; PSY 324,High In-Person Availability:3; Fast Response Time:3; Uploads Slides:6; Flexible Grading Policy:2; Inflexible Attendance Policy:1; Flexible Attendance Policy:1; No Breaks During Lecture:1,3,7
8cc1aa56-6c0d-4b0e-8a98-4469e7d1f533,Gabriel,Medina-Kim,Gabriel Medina-Kim,WGS,1,0,0,0,WGS,,1,0
8cd410f7-e422-4f27-843f-d880a832245f,Diana,Stanton,Diana Stanton,TH,23,3.87,4,3.78,DANC 132; DANC 133; DANC 134; DANC 221; TH 221; DANC 231; DANC 232; DANC 233; TH 280; DANC 340,,10,0
8ce7b479-5a95-4026-8ad8-48032021b20e,Karl,Lund,Karl Lund,AGED,2,2.67,2.33,2.33,AG 102; AG 232,,2,0
8cf338ed-da54-4adb-8177-c24128b2b2da,Wei,Zeng,Wei Zeng,MATH,6,2.33,2.17,2,MATH 116; MATH 118,,2,0
8d059aa5-d9b5-4af7-8427-ffc863b62482,Don,Erickson,Don Erickson,CSC,5,2.17,2.17,2.83,CSC 358,,1,0
8d0b7c2b-81ca-4a53-bb18-f40dabdb2c1c,Jacky,Coon-Hildebrand,Jacky Coon-Hildebrand,AGB,24,2.74,2.81,2.78,AGB 101; AGB 212; AGB 301; AGB 406,,4,0
8d0d7cb0-aecb-4654-bca4-f6ad61acaa41,Hai,Tran,Hai Tran,MATH,15,1.88,1.56,2.02,MATH 118; MATH 221,Flexible Deadline Policy:2; Class Handouts:2; No Breaks During Lecture:3; Fast Response Time:3; Flexible Attendance Policy:2; Flexible Grading Policy:1; Pop Quizzes:1,2,7
8d39b186-412f-4758-b679-3ae0ee238dd7,Mark,Zohns,Mark Zohns,BRAE,26,4,4,4,BRAE 126; BRAE 128; BRAE 129; BRAE 151; BRAE 234; BRAE 301; BRAE 421,,7,0
8d629454-bc30-484a-a9d8-587e7b7c2214,Darin,Bennett,Darin Bennett,ASCI,3,4,3.33,3.67,ASCI 225,Uploads Slides:3; High In-Person Availability:1,1,2
8dadace7-9cf5-442c-aa7d-7ea2f69593b4,Enrica,Costello,Enrica Costello,ART,5,1.5,1.17,1.17,ART 182; ART 183,,2,0
8dccb47a-c982-4bef-b3e9-6711a337c6b0,Nicholas,Williams,Nicholas Williams,NR,4,4,4,3.75,NR 142,Supplemental Study Material:2,1,1
8e14446c-c592-4102-8f4b-32b91841915d,Marc,Halusic,Marc Halusic,PSY,6,2.83,3,3,PSY 252; PSY 201; PSY 305,Recorded Lectures:4; Zoom Office Hours:3; Fast Response Time:3; Flexible Deadline Policy:1; No Breaks During Lecture:1,3,5
8e57e90a-6012-460c-b668-409ce72cb1f0,Kevin,Coulombe,Kevin Coulombe,PHYS,1,4,4,4,PHYS,Fast Response Time:1; Flexible Attendance Policy:1; Uploads Slides:1,1,3
8e8a5465-81bb-4103-a9ba-cc5ffac9d5be,Rebecca,Laidlaw,Rebecca Laidlaw,COMS,190,2.81,2.96,2.65,CM 101; COMS 101; HNRS 101; SCM 101; SPC 101; SPC 102; SCM 111; COMS 202,Inflexible Attendance Policy:6; Inflexible Deadline Policy:11; Inflexible Grading Policy:11; Zoom Office Hours:4; Hybrid Option:3,8,5
8e923ce0-c1a2-4910-a2fb-f20bfc14f898,Gita,Kolluru,Gita Kolluru,BIO,48,3.11,3.38,2.99,BIO 123; BIO 263; BIO 414,Fast Response Time:3; Honor DRC Accommodations:1; Uploads Slides:7; Flexible Attendance Policy:2; No Breaks During Lecture:3; Recorded Lectures:1; Flexible Deadline Policy:1,3,7
8ea7dc21-736e-40a5-adc3-14ab9cd12482,Jamie,Ascher,Jamie Ascher,COMS,15,3.46,3.8,3.47,COMS 101,Zoom Office Hours:5; Uploads Slides:1; High In-Person Availability:2; Fast Response Time:2; Recorded Lectures:1,1,5
8ead21a3-b28a-41db-a148-4d12f8c7f5cd,John,Karamitsos,John Karamitsos,NR,1,4,4,4,NR,Flexible Deadline Policy:1; Honor DRC Accommodations:1; Uploads Slides:1,1,3
8ec4ef87-527d-43c8-89da-7f9015c4d28b,Barry,Lieberman,Barry Lieberman,BUS,2,2,2,2.5,ITP 428; BUS 313,No Breaks During Lecture:1; Inflexible Attendance Policy:1,2,2
8ec9edb5-667a-457d-98c3-6eca6f021964,Ryan,Boyco,Ryan Boyco,ES,1,4,4,4,ES,Uploads Slides:1,1,1
8efc8e78-0c5a-4c22-9f19-b3a57af5e813,George,Cotkin,George Cotkin,HIST,20,3.29,3.29,3.24,HIST 204; HIST 303; HIST 304; HIST 460,,4,0
8f0c5ee8-3cba-4bbc-9f1a-29646883e7f8,William,Patterson,William Patterson,ME,6,1.5,1.67,1.5,ME 211; ME 212; ME 326,,3,0
8f139b4e-2890-43a6-8b94-47d1a5122956,Ruoxi,Wang,Ruoxi Wang,CHEM,7,4,3.85,4,CHEM 124; CHEM 125,Flexible Attendance Policy:2; Class Handouts:3; Honor DRC Accommodations:1; Uploads Slides:1; Fast Response Time:2; Inflexible Grading Policy:1; Pop Quizzes:1; Supplemental Study Material:2; Recorded Lectures:1,2,9
8f5df72e-d39e-4f8d-9859-c1aec67fae7d,Paul,Weber,Paul Weber,CM,26,3.65,3.68,3.62,CM 102; CM 115; CM 211; CM 341,High In-Person Availability:1; Flexible Attendance Policy:1; Flexible Deadline Policy:1; Supplemental Study Material:2; Honor DRC Accommodations:1; Uploads Slides:1; Fast Response Time:1; Class Handouts:1,4,8
8f72f93b-ff0c-450d-a666-b0e84ae7180a,Vera,DePass,Vera DePass,PSY,2,2.67,2.67,2.67,CD 209; CD 324,,2,0
8f7cdbf6-bf6a-4f59-9a4b-9e4b7e34d9d3,Mark,Edwards,Mark Edwards,ASCI,44,2.41,2.62,2.17,ASCI 112; ASCI 220; ASCI 221; ASCI 290; ASCI 346; ASCI 363; ASCI 339,Flexible Attendance Policy:1; Does Not Use Canvas:1; Uploads Slides:3; High In-Person Availability:2; No Breaks During Lecture:1,7,5
8f821624-553c-4c8c-92ec-3ecfa5414e1e,Patricia,Dahm,Patricia Dahm,BUS,16,3.17,3.33,3.28,BUS 387; BUS 489,,2,0
8f8862f5-34d1-4e3f-a51e-1165a8bb14ad,William,Ozawa,William Ozawa,CSC,10,2.18,2.18,1.73,CSC 110; BIO 111,,2,0
8f946dc5-d5ff-45bf-9f58-4f3e867faf41,Thomas,Katona,Thomas Katona,BUS,1,4,4,4,BUS,Uploads Slides:1,1,1
8f9babe2-9edd-474f-ab33-d3589f5888cc,Michael,Lund,Michael Lund,ASCI,8,3.5,3.63,3.13,ASCI 224; ASCI 333; ASCI 490,,3,0
8fc05229-532c-45d1-b345-553c2b2da72f,Sarah,Zeitler,Sarah Zeitler,CHEM,7,4,4,4,CHEM 312,Fast Response Time:2; Class Handouts:4; Honor DRC Accommodations:1; High In-Person Availability:2; Flexible Grading Policy:2; Flexible Attendance Policy:1; Supplemental Study Material:2,1,7
8fe05922-50bb-4b67-b159-215012a06fc5,Dan,Bertozzi,Dan Bertozzi,BUS,25,3,3.04,3,BUS 207; BUS 401; BUS 404; BUS 454,,4,0
8fe88385-6873-4907-b561-146a773776c7,Christopher,Dettmar,Christopher Dettmar,CHEM,23,1.83,1.63,1.92,CHEM 124; CHEM 125; CHEM 127; CHEM 128; CHEM 172,,5,0
8fe9977a-45db-4107-8e0a-93af06cfc66c,Andrew,Kean,Andrew Kean,ME,38,3.1,3.17,3.03,ME 302; ME 341; ME 415; ME 440; ME 514; ME 236; ME 448,Uploads Slides:1,7,1
8feee440-81f1-450a-bbb3-b11923db3720,Cameron,Shields,Cameron Shields,BIO,15,3.87,3.87,3.93,BIO 231; BIO 232; ZOO 331; ZOO 332; BIO 410; BIO 432,,6,0
900c2457-ebc0-4e85-8f94-c7fe8bdc1252,Mark,Stankus,Mark Stankus,MATH,152,1.82,1.69,1.81,MATH 118; MATH 133; MATH 141; MATH 142; MATH 143; MATH 206; MATH 241; MATH 244; MATH 248; MATH 306; MATH 336; MATH 350; MATH 351; MATH 408; MATH 412; MATH 481; MATH 242,High In-Person Availability:5; Flexible Attendance Policy:5; Supplemental Study Material:5; Inflexible Deadline Policy:5; Does Not Use Canvas:4; Fast Response Time:1; Honor DRC Accommodations:1; Inflexible Grading Policy:3,17,8
9020d72b-79a0-45b4-9c42-855a79cf9a8e,Robert,Jones,Robert Jones,CRP,15,1.63,2,1.94,EDES 101; CRP 211,,2,0
90516772-72bd-4409-b332-b130eb421f44,Marcy,Mullen,Marcy Mullen,BIO,11,2.24,2.73,2.27,BIO 231; HLTH 255,High In-Person Availability:3; Fast Response Time:7; Class Handouts:4; Inflexible Attendance Policy:5; Inflexible Deadline Policy:2; Pop Quizzes:1; Inflexible Grading Policy:3; No Breaks During Lecture:1,2,8
906ab2bb-3cf6-4a58-9b2d-238d52d81ea6,Alexa,Loken,Alexa Loken,COMS,16,4,4,3.88,COMS 101; BUS 206; BUS 310; BUS 345; COMS 102,High In-Person Availability:4; Fast Response Time:7; Flexible Attendance Policy:3; Flexible Deadline Policy:3; Flexible Grading Policy:4; Honor DRC Accommodations:1,5,6
9098a0cf-9ee2-40cd-9567-2135fbc51a89,Nazeih,Botros,Nazeih Botros,AERO,71,2.24,2.23,2.29,CPE 133; EE 201; EE 212; DANC 231; EE 251; EE 321; EHS 321; CPE 329; EE 361,,9,0
90aae5b6-5155-4f42-a091-207761945e22,Daniel,Kletzing,Daniel Kletzing,LA,5,4,4,4,LA 170; LA 431,High In-Person Availability:2; Fast Response Time:3; Class Handouts:2; Flexible Deadline Policy:1,2,4
90b30416-d443-456e-bb09-1a101aa67ee2,Pete,Schwartz,Pete Schwartz,PHYS,164,1.89,1.79,1.71,PHYS 121; PHYS 122; PHYS 131; PHYS 132; PHYS 133; PHYS 141; PHYS 200; PHYS 211; PHYS 301; PHYS 310; PHYS 320; PSC 320; PHYS 391; PSC 392,Inflexible Deadline Policy:2; Inflexible Grading Policy:1; Recorded Lectures:5; Flexible Attendance Policy:4; Does Not Use Canvas:2; Fast Response Time:2; Supplemental Study Material:2; Flexible Grading Policy:2; Class Handouts:2; High In-Person Availability:2,14,10
90b8500c-c2db-47ac-a8f5-8a970038ba60,Bernard,Duffy,Bernard Duffy,COMS,49,2.91,2.87,2.82,SCM 101; SPC 101; SPC 201; SCM 322; SPC 322; COMS 330; SPC 330; COMS 435; SPC 435,Fast Response Time:1; Supplemental Study Material:1,9,2
90bd63f9-9caa-4b98-91bc-e9dacb8f87f9,Rachel,Fern,Rachel Fern,PHIL,64,3.38,3.51,3.33,PHIL 203; PHIL 230; PHIL 231; PHIL 301; WS 301; PHIL 317; PHIL 336; PHIL 411; WS 450,,9,0
90c5608b-c62c-4da7-aff9-761646b0bc58,Eriq,Augustine,Eriq Augustine,CSC,9,3.7,3.6,3.7,CPE 101; CSC 102; CSC 141,,3,0
90e0b35c-af79-46c7-aca2-f3983e59d872,Rodrigo,Canaan,Rodrigo Canaan,CSC,11,4,3.45,4,CSC 349; CSC 580,Zoom Office Hours:3; High In-Person Availability:1; Flexible Grading Policy:3; Uploads Slides:3; Supplemental Study Material:1; Flexible Attendance Policy:1,2,6
90e5c201-ee18-429d-9c0c-ec50953b3db9,Jensen,Jeung,Jensen Jeung,SOC,3,3.67,2.67,4,SOC 110; SOC 306,High In-Person Availability:1; Honor DRC Accommodations:1,2,2
910353ad-a0c8-4620-b54c-0e8339fdbf7d,Richard,Graziano,Richard Graziano,PHIL,72,2.54,2.65,2.47,PHIL 132; PHIL 230; PHIL 231; PHIL 314; PHIL 317; PHIL 330; PHIL 412; PHIL 423,Inflexible Attendance Policy:1; Inflexible Deadline Policy:3; Uploads Slides:1; Inflexible Grading Policy:2,8,4
91222f73-1b58-4328-a147-a0657a466c1a,Gabriel,Ramirez,Gabriel Ramirez,HIST,3,3.33,3.33,3,HIST 202,High In-Person Availability:2; Flexible Attendance Policy:1; Flexible Deadline Policy:1; Fast Response Time:1; Class Handouts:1,1,5
913d797a-8acb-4552-a373-e997db729985,Timothy,McHale,Timothy McHale,SS,2,4,4,4,ANT 250,Recorded Lectures:1; Flexible Grading Policy:2; Honor DRC Accommodations:1; Flexible Attendance Policy:1; Uploads Slides:1,1,5
9144cac3-84d5-4872-aa26-1fb573f88a38,Christine,Bohn,Christine Bohn,CHEM,19,0.95,0.8,1.05,CHEM 124; CHEM 128; CHEM 129; CHEM 312,,4,0
9148879e-1259-4dd9-bd06-b6cfba46144f,Joseph,Ragsdale,Joseph Ragsdale,LA,10,3.6,3.7,3.5,LA 110; LA 141; LA 202; LA 243; LA 400; LA 436; LA 464,,7,0
915b94ef-c087-41f7-99c0-bc9eab8bdb6a,Richard,Beller,Richard Beller,ARCH,9,2.33,2.44,2.56,ARCH 106; ARCH 231; ARCH 251; ARCH 333; ARCH 342; ARCH 451; ARCH 481,,7,0
916a552d-469e-4067-a56b-6c60a7a30bf8,Harvey,Greenwald,Harvey Greenwald,MATH,153,3.78,3.79,3.71,MATH 116; MATH 118; HNRS 141; MATH 141; HNRS 142; MATH 142; MATH 143; MATH 152; MATH 161; MATH 162; MATH 221; MATH 241; MATH 242; MATH 244; MATH 248; MATH 306; MATH 412; MATH 421,,18,0
91787a02-37c0-404f-b0ca-7123eb15b3e0,Jennifer,O'Brien,Jennifer O'Brien,KINE,69,2.33,2.67,2.26,KINE 250; KINE 255; PE 255; KINE 260; KINE 451,,5,0
91bfdd87-bdaa-44dc-9823-9130dc713e8b,W. Keith,Patterson,W. Keith Patterson,AEPS,13,3.4,3.4,3.33,FRSC 211; CRSC 230; FRSC 230; FRSC 231; CRSC 331; FRSC 331; FRSC 402; FRSC 415,,8,0
91c9a8d1-1f06-445f-b14d-26bd902fd7d7,Sandra,Ward,Sandra Ward,CHEM,5,2.2,2.8,2.2,CHEM 216; CHEM 128; CHEM 125,Class Handouts:1; Supplemental Study Material:1; Pop Quizzes:1,3,3
91d47886-4d11-4e49-90af-7f2a8459817f,Malia,Womack,Malia Womack,WGS,7,3.71,4,4,WGS 201,Zoom Office Hours:1; Flexible Deadline Policy:2; Fast Response Time:1,1,3
91faec25-7420-4932-8806-49667b96de59,Aron,Ramirez,Aron Ramirez,HIST,5,4,4,3.8,HIST 202; HIST 303,Class Handouts:2; Uploads Slides:1; Fast Response Time:2; Flexible Deadline Policy:3; Recorded Lectures:2; Zoom Office Hours:1; High In-Person Availability:1,2,7
9209bfb7-e9d0-4d4e-8cf3-0bfd8c9f537e,Saba,Gerami,Saba Gerami,MATH,35,3.58,3.49,3.52,MATH 112; MATH 117; MATH 118; MATH 119; MATH 142; MATH 221; MATH 141,Zoom Office Hours:1; High In-Person Availability:11; Class Handouts:12; Inflexible Attendance Policy:2; Flexible Grading Policy:1; Fast Response Time:3; Flexible Attendance Policy:4; Honor DRC Accommodations:2; Flexible Deadline Policy:2; No Breaks During Lecture:1; Pop Quizzes:1; Supplemental Study Material:3; Uploads Slides:1,7,13
924ba223-e3d1-44dd-8d91-b13c2dd41686,Markus,Seefried,Markus Seefried,ME,3,4,3.67,4,ME 228,Class Handouts:2; Pop Quizzes:1; Supplemental Study Material:1; Recorded Lectures:1; Flexible Grading Policy:1,1,5
924f777a-ca4d-4648-bd2f-9c4b845024a2,Kim,Nico,Kim Nico,CSC,12,1.46,1.62,1.62,CSC 101; CSC 141; CPE 315,,3,0
92571ec8-79e0-4700-a2f5-6e97232bc466,Enrica,Lovaglio,Enrica Lovaglio,ART,19,2.09,2.03,1.85,ART 181; ART 182; ART 183; ART 184; ART 487,Supplemental Study Material:2; Inflexible Attendance Policy:1; Inflexible Grading Policy:1; Recorded Lectures:2; Fast Response Time:1,5,5
9274d21b-c167-4350-ae81-4e00cb1caf8b,Michelle,Walter,Michelle Walter,TH,5,4,4,4,DANC 131; DANC 231,,2,0
927da7c1-def6-4ae1-bf05-5fad89143111,Erin,Holzer,Erin Holzer,ENGL,2,2,2,1.67,ENGL 134,,1,0
92d6d4f4-787e-46ec-8d54-48b73093d0ca,Maya,Hislop,Maya Hislop,ENGL,5,2.6,3.4,3.4,ENGL 347,Zoom Office Hours:1; Class Handouts:1; Honor DRC Accommodations:1,1,3
92fa4f9b-b8a7-40e7-bf02-f1da0eb0ee2a,Royden,Nakamura,Royden Nakamura,BIO,114,1.11,0.99,1.11,BIO 101; BIO 111; BIO 112; BIO 153; BIO 307; BIO 322; ZOO 322,,7,0
930baa45-dff3-4763-9b29-f681a0dd2433,Siamak,Javadi,Siamak Javadi,BUS,12,3.38,3.31,3.08,BUS 301; BUS 342; BUS 433,,3,0
93b0bdec-68b0-4d8c-b91e-9fdcd44c53f8,Beth,Currie,Beth Currie,ENGL,1,2,1,1,ENGL 134,,1,0
93c53034-f1be-4f88-873d-57585cea9480,Kathy,Lancaster,Kathy Lancaster,BUS,55,2.62,2.49,2.64,BUS 214; BUS 215; BUS 412; BUS 429,,4,0
93ee0903-434b-4966-98fa-40a491eb51af,Omar,Faruque,Omar Faruque,LA,1,4,1,4,LA,Inflexible Attendance Policy:1; Does Not Use Canvas:1,1,2
9411f97a-a14d-4150-9a16-72ee15d93841,Emily,Marlow,Emily Marlow,STAT,13,0.62,0.62,1,STAT 218,Uploads Slides:2,1,1
